Name;zcmb;zhel;mb;e_mb;x1;e_x1;c;e_c;logMst;e_logMst;tmax;e_tmax;cov(mb,s);cov(mb,c);cov(s,c);set;RAJ2000;DEJ2000;bias
05D3cf      ;0.42;0.419;22.938;0.088;-0.258;0.174;0.008;0.027;9.609;0.138;53418.813;0.211;0.00128;0.00053;0.00017;1;214.222462;52.345054;0.001
05D3ci      ;0.516;0.515;23.621;0.107;2.12;0.582;0.167;0.045;10.011;0.064;53432.375;0.411;0.03269;0.00165;0.0084;1;215.450443;52.445281;0.002
05D3cq      ;0.891;0.89;24.224;0.104;-0.725;0.457;-0.207;0.052;8.876;0.27;53450.846;0.835;0.0083;-0.00059;0.00291;1;214.692345;53.132138;-0.02
05D3cx      ;0.806;0.805;23.903;0.097;0.669;0.463;-0.161;0.049;9.839;0.189;53450.038;0.831;0.00734;-0.00006;-0.00009;1;215.277259;52.750509;-0.012
05D3dd      ;0.481;0.48;22.949;0.088;-0.207;0.126;-0.029;0.025;11.222;0.097;53455.295;0.109;0.00115;0.00044;0.00015;1;215.626867;52.606794;0.002
05D3dh      ;0.801;0.8;24.208;0.099;0.087;0.275;0.121;0.065;6;5;53442.397;0.579;0.00309;-0.00017;0.00189;1;215.210013;52.662718;-0.012
05D3gp      ;0.581;0.58;23.517;0.098;-0.458;0.398;-0.062;0.048;9.015;0.185;53454.941;0.355;0.01341;0.00074;0.00516;1;215.676316;52.724688;0.001
05D3gv      ;0.716;0.715;23.992;0.097;-0.806;0.294;-0.064;0.064;10.726;0.113;53466.613;0.579;0.00422;0.00008;0.00065;1;215.246894;53.178877;-0.005
05D3ha      ;0.806;0.805;24.394;0.106;-0.186;0.394;0.089;0.066;11.164;0.159;53484.827;0.349;0.01503;0.00017;0.00746;1;215.210132;52.834036;-0.012
05D3hh      ;0.767;0.766;24.299;0.104;0.502;0.423;-0.003;0.066;10.4;0.16;53479.611;0.423;0.01521;-0.00006;0.00469;1;214.792304;52.959332;-0.009
05D3hs      ;0.665;0.664;23.513;0.094;0.558;0.208;-0.175;0.05;9.004;0.13;53490.922;0.273;0.00364;0.00071;0.00127;1;215.306502;52.903809;-0.002
05D3ht      ;0.902;0.901;24.408;0.111;0.902;0.389;-0.154;0.059;9.661;0.136;53489.256;0.458;0.0137;-0.00104;0.00361;1;214.477921;53.167585;-0.022
05D3jb      ;0.746;0.745;23.92;0.095;0.939;0.232;-0.063;0.052;10.471;0.046;53515.305;0.249;0.0031;0.00015;-0.00004;1;215.541655;52.87813;-0.007
05D3jh      ;0.719;0.718;23.724;0.095;-0.614;0.184;-0.138;0.052;10.815;0.138;53492.654;0.362;0.00236;0.00041;0.00044;1;214.355768;52.618765;-0.005
05D3jk      ;0.737;0.736;23.692;0.094;0.774;0.18;-0.132;0.048;9.457;0.31;53507.774;0.231;0.00135;0.00027;-0.00034;1;214.197729;52.592488;-0.007
05D3jq      ;0.58;0.579;23.295;0.089;1.489;0.208;0.002;0.029;8.832;0.42;53501.008;0.395;0.00045;0.00043;-0.00017;1;215.439338;53.029918;0.001
05D3jr      ;0.371;0.37;22.629;0.087;-0.893;0.121;0.049;0.023;8.008;0.833;53494.666;0.267;-0.00026;0.00049;-0.0002;1;214.869783;52.864848;0
05D3km      ;0.961;0.96;24.719;0.112;0.378;0.314;-0.159;0.051;6;5;53522.914;0.439;0.00595;-0.00142;0.00217;1;215.65948;53.066999;-0.028
05D3kp      ;0.851;0.85;24.14;0.099;1.278;0.235;-0.145;0.05;10.62;0.126;53530.046;0.326;0.0021;-0.00041;0.00043;1;215.012268;52.270827;-0.016
05D3kt      ;0.649;0.648;23.975;0.093;-0.45;0.196;0.057;0.05;9.138;0.174;53530.94;0.27;0.00185;0.0007;0.00044;1;214.973834;52.742986;-0.001
05D3kx      ;0.219;0.219;20.852;0.085;0.699;0.063;-0.04;0.024;10.63;0.068;53534.171;0.068;0.00004;0.00053;-0.00022;1;215.458413;53.137119;-0.001
05D3la      ;0.937;0.936;24.494;0.109;-0.192;0.301;-0.103;0.053;9.599;0.104;53535.9;0.394;0.00672;-0.00117;0.00019;1;215.355908;52.357973;-0.025
05D3lb      ;0.648;0.647;23.899;0.092;0.31;0.183;0.033;0.051;8.931;0.23;53528.655;0.253;0.00131;0.00064;0.00007;1;214.382325;53.167928;-0.001
05D3lc      ;0.462;0.461;22.975;0.087;-0.748;0.108;-0.046;0.025;10.777;0.054;53527.666;0.138;0.00024;0.00044;-0.00007;1;215.595501;52.478865;0.002
05D3lr      ;0.601;0.6;23.845;0.094;0.178;0.346;0.106;0.041;10.873;0.051;53541.012;0.31;0.00834;0.00044;0.0011;1;215.55059;53.184275;0
05D3mh      ;0.671;0.67;24.064;0.096;0.571;0.474;0.054;0.055;10.078;0.276;53558.054;0.529;0.0081;0.0006;0.00358;1;214.749304;52.66756;-0.002
05D3mn      ;0.761;0.76;24.032;0.095;-0.12;0.292;-0.041;0.052;10.432;0.114;53559.291;0.323;0.00208;0.00004;0.00155;1;214.688507;52.323145;-0.008
05D3mq      ;0.246;0.246;21.506;0.086;-0.684;0.17;0;0.026;10.723;0.076;53575.758;0.158;0.0015;0.00061;0.00062;1;214.751783;52.38512;-0.001
05D3mx      ;0.471;0.47;23.023;0.089;-1.668;0.156;-0.078;0.032;10.788;0.066;53569.94;0.152;0.00125;0.00053;0.00029;1;215.537919;52.219179;0.002
05D3ne      ;0.169;0.169;20.293;0.088;-1.464;0.193;-0.143;0.03;11.133;0.162;53570.816;0.097;0.0033;0.00092;0.00161;1;215.262445;52.495438;0
05D4af      ;0.497;0.499;23.103;0.089;0.145;0.233;-0.026;0.031;8.986;0.088;53536.785;0.316;0.00215;0.00049;-0.00046;1;334.138087;-18.004923;0.002
05D4ag      ;0.638;0.64;23.888;0.098;0.489;0.478;0.096;0.061;8.381;0.392;53538.622;0.482;0.01531;0.00135;0.00924;1;333.447603;-18.165265;-0.001
05D4av      ;0.507;0.509;23.559;0.089;0.885;0.18;0.168;0.031;10.285;0.118;53553.499;0.262;0.00128;0.00057;0.00024;1;333.543931;-17.911944;0.002
05D4be      ;0.535;0.537;22.872;0.089;0.908;0.131;-0.145;0.029;9.44;0.136;53551.532;0.194;0.00078;0.00045;0.00011;1;334.222449;-17.236099;0.002
05D4bf      ;0.587;0.589;23.614;0.091;0.086;0.236;-0.006;0.041;10.23;0.084;53551.045;0.357;0.00298;0.00056;0.00249;1;334.109775;-18.232067;0.001
05D4bi      ;0.773;0.775;24.049;0.099;1.04;0.39;-0.14;0.066;9.109;0.218;53560.318;0.536;0.0063;-0.00054;0.00134;1;333.985626;-17.98607;-0.009
05D4bj      ;0.699;0.701;24.107;0.095;0.169;0.297;0.06;0.057;9.265;0.096;53564.035;0.346;0.00487;0.00042;0.00139;1;333.748598;-18.133404;-0.004
05D4bm      ;0.371;0.372;22.212;0.086;0.254;0.07;-0.066;0.023;9.047;0.077;53568.062;0.071;0.00041;0.00047;0.0001;1;334.269213;-17.677623;0
05D4cn      ;0.761;0.763;24.082;0.096;1.043;0.245;-0.017;0.058;10.461;0.306;53583.599;0.388;0.00241;-0.00014;0.00052;1;333.381059;-17.288845;-0.008
05D4cq      ;0.699;0.701;23.733;0.094;0.688;0.269;-0.122;0.056;10.554;0.16;53586.375;0.381;0.00267;0.00016;0.00094;1;333.540209;-18.226713;-0.004
05D4cs      ;0.788;0.79;23.976;0.096;1.396;0.212;-0.109;0.05;8.98;0.632;53588.623;0.31;0.00192;-0.00012;-0.00001;1;334.324243;-17.88015;-0.011
05D4cw      ;0.374;0.375;22.145;0.087;-0.833;0.104;-0.129;0.025;10.503;0.072;53580.414;0.162;0.00031;0.00052;-0.00015;1;333.708668;-17.738765;0
05D4dt      ;0.405;0.407;22.802;0.087;-0.989;0.107;-0.048;0.025;10.429;0.115;53609.569;0.173;0.00041;0.00048;-0.00006;1;333.607695;-17.671111;0.001
05D4dw      ;0.853;0.855;24.433;0.102;0.333;0.34;-0.008;0.062;9.994;0.18;53613.933;0.577;0.0036;-0.0008;0.00383;1;334.232825;-18.051461;-0.017
05D4dy      ;0.808;0.81;24.608;0.102;-0.415;0.39;-0.126;0.066;8.321;0.17;53616.381;0.694;0.00336;-0.0009;0.00452;1;333.875495;-18.215502;-0.012
05D4ef      ;0.603;0.605;23.829;0.092;-1.558;0.21;-0.066;0.037;10.437;0.131;53625.593;0.278;0.00244;0.00023;-0.00027;1;333.497104;-18.212345;0
05D4ej      ;0.583;0.585;23.713;0.091;0.227;0.175;-0.026;0.036;10.133;0.156;53627.801;0.189;0.0022;0.00046;0.00019;1;333.968823;-18.195719;0.001
05D4ek      ;0.534;0.536;23.295;0.09;0.263;0.178;0.07;0.032;10.855;0.108;53635.63;0.185;0.00247;0.00055;0.00078;1;334.114653;-17.736316;0.002
05D4ev      ;0.72;0.722;24.235;0.098;-1.102;0.289;-0.027;0.064;10.883;0.062;53631.273;0.334;0.00638;0.00017;0.00166;1;333.376765;-17.700785;-0.005
05D4ff      ;0.4;0.402;22.587;0.088;-0.725;0.122;-0.005;0.026;10.543;0.178;53635.847;0.127;0.00115;0.00055;0.00025;1;334.083998;-18.042557;0.001
05D4fg      ;0.837;0.839;24.189;0.101;0.283;0.271;-0.158;0.058;11.277;0.092;53641.78;0.413;0.00309;-0.0006;0.00312;1;334.172282;-17.595461;-0.015
05D4fo      ;0.372;0.373;22.438;0.086;-0.701;0.088;-0.051;0.023;8.381;0.366;53658.222;0.08;0.00034;0.00043;-0.00019;1;333.837135;-17.268076;0
05D4gw      ;0.806;0.808;24.466;0.105;0.029;0.462;0.037;0.069;8.984;0.114;53678.63;0.696;0.01012;-0.00103;0.0038;1;333.697318;-17.531901;-0.012
05D4hn      ;0.84;0.842;24.191;0.104;1.23;0.774;0.07;0.073;8.467;0.157;53693.945;0.831;0.02259;0.00029;0.0282;1;334.306516;-17.912704;-0.015
06D2bk      ;0.501;0.499;23.277;0.089;0.471;0.277;0.005;0.032;8.617;0.086;53773.746;0.319;0.00362;0.00048;0.00106;1;149.678628;2.171984;0.002
06D2ca      ;0.533;0.531;23.313;0.09;1.278;0.354;0.049;0.032;9.808;0.29;53795.694;0.454;0.0046;0.00055;0.00145;1;149.789823;2.302517;0.002
06D2cc      ;0.534;0.532;23.455;0.095;-0.552;0.327;0.082;0.05;10.87;0.108;53788.592;0.445;0.00748;0.00115;0.00424;1;149.86203;2.451355;0.002
06D2cd      ;0.932;0.93;24.775;0.13;0.258;0.959;0.023;0.093;7.908;0.46;53790.303;1.37;0.05292;-0.00177;0.03389;1;150.241504;2.534039;-0.025
06D2ce      ;0.822;0.82;24.189;0.105;2;0.924;-0.005;0.076;11.326;0.07;53799.715;1.276;0.01075;-0.00099;0.03076;1;150.434247;2.713314;-0.014
06D2ck      ;0.554;0.552;23.411;0.092;0.012;0.398;-0.032;0.038;11.193;0.066;53793.709;0.419;0.00815;0.00078;0.00554;1;150.366733;1.86363;0.001
06D2fb      ;0.125;0.124;19.752;0.086;-0.357;0.055;-0.019;0.025;9.74;0.124;53853.757;0.08;-0.00007;0.00061;-0.00012;1;149.883946;1.827922;0.003
06D2ga      ;0.842;0.84;24.283;0.112;1.261;0.69;-0.059;0.073;9.051;0.288;53869.081;0.661;0.02569;-0.00093;0.01429;1;149.783787;1.938493;-0.016
06D2gb      ;0.444;0.442;22.995;0.092;-1.632;0.248;-0.014;0.039;10.905;0.124;53872.503;0.328;0.0057;0.00102;0.00321;1;150.197581;1.985406;0.001
06D3bz      ;0.728;0.727;23.947;0.099;-0.795;0.407;-0.107;0.067;10.293;0.062;53776.527;0.432;0.01071;-0.00006;0.00642;1;214.29184;53.024826;-0.006
06D3cc      ;0.684;0.683;24.055;0.115;0.692;0.632;0;0.085;10.083;0.127;53760.479;0.737;0.03763;-0.00087;0.00273;1;214.381668;52.912473;-0.003
06D3df      ;0.443;0.442;22.664;0.087;1.153;0.164;-0.026;0.023;10.46;0.032;53850.71;0.369;-0.00042;0.00044;-0.00055;1;215.571703;52.957682;0.001
06D3do      ;0.727;0.726;23.897;0.095;0.615;0.477;-0.072;0.053;8.709;0.183;53849.51;1.294;-0.00277;0.00033;-0.00167;1;214.247465;52.882543;-0.006
06D3dt      ;0.283;0.282;22.152;0.086;0.088;0.095;0.089;0.022;9.589;0.069;53849.03;0.228;0.00001;0.00049;0.00009;1;214.340267;52.452816;-0.001
06D3ed      ;0.405;0.404;22.603;0.086;-0.385;0.081;-0.069;0.023;9.512;0.205;53876.178;0.136;0.00017;0.00042;-0.00012;1;214.699174;52.756559;0.001
06D3el      ;0.52;0.519;22.874;0.089;0.77;0.109;-0.141;0.027;9.554;0.098;53894.38;0.121;0.00071;0.00045;0.0001;1;214.254528;52.232401;0.002
06D3em      ;0.691;0.69;24.378;0.096;-0.154;0.359;0.177;0.062;9.459;0.244;53881.734;0.586;0.00482;0.0005;0.00161;1;214.847581;53.023013;-0.004
06D3en      ;1.061;1.06;24.708;0.132;-0.953;0.413;-0.158;0.061;7.715;0.935;53881.408;0.95;0.01044;-0.00305;0.00446;1;215.305567;52.456079;-0.036
06D3et      ;0.577;0.576;23.457;0.09;-1.366;0.152;-0.076;0.034;10.766;0.09;53894.16;0.191;0.00113;0.00048;0.00029;1;215.519873;52.338366;0.001
06D3fp      ;0.268;0.268;21.712;0.086;-0.072;0.054;0.048;0.022;9.55;0.26;53905.334;0.081;0.00014;0.00049;0.00001;1;215.077523;52.897165;-0.001
06D3gh      ;0.721;0.72;23.914;0.099;0.235;0.34;-0.071;0.066;9.3;0.244;53922.828;0.374;0.0074;-0.00022;0.00285;1;214.630912;52.442908;-0.005
06D3gn      ;0.25;0.25;21.864;0.086;-0.527;0.096;0.115;0.026;10.59;0.112;53921.237;0.091;0.00055;0.00059;0.0002;1;214.435959;52.361182;-0.001
06D3gx      ;0.761;0.76;23.907;0.101;0.551;0.692;-0.129;0.082;10.438;0.146;53934.639;0.851;0.017;-0.00019;0.02586;1;214.263474;52.936252;-0.008
06D4ba      ;0.698;0.7;23.73;0.102;0.679;0.413;-0.098;0.072;8.544;0.424;53904.778;0.502;0.01379;0.00001;0.00238;1;333.898906;-18.229116;-0.004
06D4bo      ;0.55;0.552;23.22;0.089;0.769;0.177;-0.043;0.03;9.96;0.222;53918.738;0.276;0.00152;0.00041;-0.00003;1;333.867138;-17.409183;0.001
06D4bw      ;0.73;0.732;23.905;0.097;0.682;0.261;0.013;0.062;9.276;0.15;53909.336;0.472;0.00416;0.00011;0.00032;1;333.765511;-17.883454;-0.006
06D4ce      ;0.848;0.85;24.196;0.111;1.752;0.571;-0.109;0.062;8.861;0.317;53926.822;0.633;0.02219;-0.00076;0.00688;1;334.321856;-17.235937;-0.016
06D4cl      ;0.998;1;24.529;0.116;1.177;0.387;-0.087;0.054;9.333;0.462;53938.076;0.591;0.00808;-0.00153;0.00449;1;334.23772;-17.450634;-0.031
06D4co      ;0.435;0.437;22.524;0.087;-0.396;0.095;-0.047;0.023;10.627;0.152;53940.306;0.159;0.00012;0.00044;-0.00012;1;333.860492;-17.869185;0.001
06D4cq      ;0.409;0.411;22.557;0.087;0.431;0.095;-0.037;0.022;9.107;0.088;53947.436;0.107;0.00034;0.0004;-0.00015;1;334.231344;-17.71198;0.001
06D4dh      ;0.302;0.303;21.442;0.086;0.519;0.063;-0.162;0.022;9.381;0.067;53956.882;0.067;0.00044;0.00049;0.00013;1;333.582053;-17.585009;-0.001
Aphrodite   ;1.299;1.3;25.691;0.128;0.664;0.358;0.01;0.037;9.381;0.368;52552.128;0.628;0.00458;0.00036;0.00611;4;53.156333;-27.779611;0
Eagle       ;1.021;1.02;24.965;0.119;0.305;0.292;-0.104;0.06;10.004;0.03;53295.095;0.698;0.0035;0.00091;0.0066;4;189.33646;62.228194;0
Elvis       ;0.84;0.839;24.363;0.113;-0.082;0.331;-0.02;0.04;10.626;0.099;52782.897;0.9;-0.00179;0.00049;-0.00089;4;189.45142;62.226472;0
Gabi        ;1.121;1.12;25.147;0.122;0.62;0.307;-0.075;0.053;8.335;0.296;53488.739;0.525;0.00403;0.00039;0.00599;4;189.05763;62.2021;0
Lancaster   ;1.231;1.23;26.047;0.129;-0.077;0.69;0.087;0.048;10.134;0.194;53431.842;1.598;0.00354;0.00021;0.00824;4;189.23633;62.214814;0
Ombo        ;0.974;0.975;24.886;0.118;1.716;0.295;-0.005;0.044;9.317;0.051;53368.836;0.553;0.00454;0.00096;0.00438;4;53.105583;-27.750836;0
Patuxent    ;0.971;0.97;25.02;0.119;-0.103;0.63;-0.218;0.107;10.633;0.035;53200.957;1.137;0.01098;0.00118;0.02347;4;189.5375;62.313122;0
SDSS10028   ;0.064;0.0653;18.348;0.113;-1.202;0.187;0.01;0.025;10.531;0.044;53693.66;0.177;0.0013;0.00055;0.0006;2;17.741856;0.276253;-0.001
SDSS1032    ;0.129;0.1298;20.337;0.116;-2.529;0.2;0.051;0.037;10.456;0.022;53626.521;0.199;0.00269;0.00113;0.00084;2;46.795696;1.119552;-0.001
SDSS10434   ;0.103;0.1042;19.157;0.114;-0.005;0.281;-0.087;0.027;10.955;0.128;53696.471;0.218;0.00577;0.00078;0.00322;2;329.95591;-1.193712;-0.001
SDSS10805   ;0.044;0.0454;17.532;0.115;-0.953;0.402;0.057;0.025;9.998;0.206;53698.688;0.125;0.00631;0.00059;0.00364;2;344.927528;-0.01373;0
SDSS11067   ;0.113;0.114;19.114;0.112;1.734;0.521;-0.072;0.026;9.42;0.086;53702.778;0.403;0.00563;0.00057;0.00637;2;33.518394;-0.239178;-0.001
SDSS1112    ;0.256;0.2576;21.538;0.125;-0.623;0.675;-0.027;0.052;11.13;0.218;53630.086;0.679;0.02414;0.00155;0.00526;2;339.017639;-0.375189;0
SDSS11206   ;0.38;0.3819;22.2;0.138;-1.51;0.873;-0.206;0.085;10.689;0.16;53697.222;1.649;0.0326;0.00135;0.03291;2;3.289774;1.145541;0
SDSS11300   ;0.145;0.1468;20.283;0.114;-1.607;0.676;0.075;0.033;9.291;0.108;53699.544;0.32;0.00883;0.00089;0.01048;2;6.750494;-0.586624;-0.001
SDSS1241    ;0.089;0.0902;19.115;0.113;-0.548;0.079;0.049;0.023;10.171;0.132;53635.371;0.078;0.00058;0.00052;0.00005;2;337.672525;-0.776589;-0.001
SDSS1253    ;0.261;0.262;21.218;0.12;-0.959;0.448;-0.119;0.049;11.028;0.008;53634.28;0.419;0.01096;0.00129;0.0029;2;323.799046;0.163079;0
SDSS12779   ;0.079;0.0799;19.15;0.118;-0.561;0.261;0.096;0.03;10.59;0.077;53971.726;0.97;-0.00669;0.00111;-0.00325;2;309.471874;1.221122;-0.001
SDSS12781   ;0.083;0.0843;19.386;0.115;-1.832;0.188;0.036;0.027;10.955;0.189;53979.309;0.224;0.00418;0.00069;0.00083;2;5.406564;-1.009973;-0.001
SDSS12843   ;0.166;0.1669;20.412;0.118;-1.019;0.299;0.037;0.035;11.085;0.018;53982.099;0.195;0.00928;0.00127;0.00346;2;323.878086;-0.980274;-0.001
SDSS12853   ;0.168;0.1694;20.174;0.117;-0.58;0.345;-0.062;0.032;10.467;0.22;53979.293;0.325;0.00935;0.001;0.00328;2;316.765564;0.72307;-0.001
SDSS12855   ;0.171;0.172;20.782;0.115;-1.918;0.297;0.041;0.035;5;10;53996.15;0.328;0.00279;0.00097;0.00063;2;330.255531;0.716239;-0.001
SDSS12856   ;0.17;0.1717;20.135;0.112;0.86;0.2;-0.09;0.023;10.118;0.336;53996.914;0.239;0.00135;0.00046;0.00015;2;332.865475;0.755978;-0.001
SDSS12860   ;0.12;0.1217;20.21;0.113;-0.303;0.2;0.141;0.028;10.629;0.21;53993.777;0.279;0.00121;0.00075;0.00062;2;323.694195;1.175912;-0.001
SDSS12869   ;0.277;0.278;21.365;0.126;0.208;0.835;-0.041;0.051;10.14;0.05;53978.987;1.214;0.03179;0.00188;0.01234;2;327.399124;0.001078;0
SDSS12881   ;0.232;0.233;21.099;0.119;0.772;0.519;0.035;0.039;9.324;0.171;53980.3;0.563;0.01614;0.00119;0.00423;2;10.162345;-0.073567;-0.001
SDSS12883   ;0.306;0.307;21.588;0.146;-1.955;0.844;-0.058;0.072;10.972;0.148;53980.131;0.813;0.06415;0.00361;0.02238;2;312.625893;0.398666;0
SDSS12898   ;0.08;0.081;19.02;0.112;-0.069;0.085;0.07;0.021;10.081;0.248;54002.481;0.08;0.00044;0.00045;0;2;26.793083;-0.146964;-0.001
SDSS12927   ;0.174;0.175;20.351;0.119;0.026;0.324;0.015;0.033;10.482;0.236;53988.936;0.808;-0.00218;0.00125;-0.00063;2;41.78614;0.775128;-0.001
SDSS12928   ;0.139;0.1397;19.897;0.117;-0.558;0.379;-0.064;0.032;10.896;0.208;53972.953;1.104;-0.00684;0.00108;-0.00382;2;305.009029;-0.975694;-0.001
SDSS12930   ;0.146;0.1472;20.062;0.117;1.887;0.405;0.022;0.032;10.785;0.27;53979.68;0.385;0.01085;0.00109;0.00345;2;309.682777;-0.474529;-0.001
SDSS12950   ;0.081;0.0827;18.916;0.112;-0.332;0.061;-0.005;0.02;9.793;0.106;54000.046;0.068;0.00016;0.00042;0;2;351.66745;-0.840276;-0.001
SDSS12971   ;0.234;0.2352;20.793;0.116;1.185;0.581;-0.092;0.036;11.563;0.131;53976.633;1.192;0.00201;0.00088;-0.00327;2;6.648502;-0.302072;-0.001
SDSS12972   ;0.257;0.258;21.307;0.126;0.116;0.663;-0.081;0.049;8.871;0.292;53980.993;0.66;0.03191;0.00196;0.01352;2;7.958593;-0.382957;0
SDSS12977   ;0.246;0.247;21.152;0.115;0.07;0.489;-0.048;0.038;9.565;0.271;53994.909;0.813;0.00313;0.00093;-0.0009;2;13.695609;-0.250863;-0.001
SDSS13005   ;0.126;0.127;19.89;0.158;-0.332;0.315;-0.012;0.044;10.193;0.217;53964.573;1.241;0.01615;0.00398;0.00306;2;27.395458;-0.649882;-0.001
SDSS13025   ;0.224;0.225;21.237;0.117;0.742;0.297;0.029;0.036;10.714;0.37;53990.652;0.441;0.00469;0.00109;0.00116;2;341.567326;0.415896;-0.001
SDSS13038   ;0.103;0.104;19.206;0.113;1.419;0.146;-0.023;0.023;5;10;53988.649;0.136;0.00233;0.00058;0.00066;2;347.826783;0.504606;-0.001
SDSS13044   ;0.12;0.121;19.579;0.112;-0.014;0.128;-0.068;0.022;9.624;0.04;54003.156;0.091;0.0012;0.0005;0.00048;2;332.542751;0.503265;-0.001
SDSS13045   ;0.181;0.182;20.674;0.118;-0.137;0.469;0.052;0.034;10.414;0.11;53993.298;1.072;-0.0077;0.00124;-0.00297;2;345.024939;0.53767;-0.001
SDSS13070   ;0.197;0.1985;20.348;0.116;0.949;0.275;-0.145;0.028;9.999;0.264;53986.572;0.252;0.0076;0.00084;0.00255;2;357.785059;-0.746341;-0.001
SDSS13072   ;0.229;0.2306;21.093;0.122;0.392;0.39;-0.013;0.043;10.027;0.11;53988.922;0.475;0.01354;0.00159;0.00352;2;334.959471;0.024371;-0.001
SDSS13099   ;0.265;0.266;21.535;0.12;0.347;0.787;-0.022;0.047;11.053;0.176;53995.225;1.407;0.00098;0.0013;-0.00162;2;359.818734;-1.250384;0
SDSS13135   ;0.103;0.1047;19.374;0.112;-1.413;0.069;-0.057;0.021;11.161;0.121;54003.618;0.06;0.00018;0.00042;-0.00003;2;4.172286;-0.42454;-0.001
SDSS13136   ;0.364;0.366;22.3;0.132;0.66;0.838;-0.102;0.06;11.25;0.098;53993.709;1.086;0.03489;0.00167;0.01276;2;6.140682;-0.279061;0
SDSS13152   ;0.206;0.207;20.662;0.114;0.259;0.244;0.008;0.029;9.363;0.199;54001.232;0.196;0.00303;0.00076;0.00083;2;7.052111;0.11801;-0.001
SDSS13254   ;0.18;0.1807;21.152;0.12;0.48;0.538;0.093;0.039;9.975;0.206;53994.278;1.149;-0.00714;0.00151;-0.00291;2;42.058674;-0.347028;-0.001
SDSS13305   ;0.2;0.201;20.85;0.115;1.115;0.31;0.018;0.033;10.014;0.104;54003.846;0.265;0.00548;0.00092;0.0014;2;331.100487;0.691214;-0.001
SDSS13354   ;0.157;0.1576;20.298;0.113;1.04;0.163;0.088;0.027;10.648;0.226;54006.606;0.174;0.00139;0.00068;0.00047;2;27.564823;-0.887272;-0.001
SDSS13411   ;0.162;0.163;20.328;0.121;1.786;0.374;0.02;0.034;8.508;0.256;53987.46;0.303;0.01464;0.0013;0.00384;2;315.189953;0.191662;-0.001
SDSS13425   ;0.21;0.211;21.865;0.131;-0.978;0.56;0.26;0.057;10.36;0.221;53993.012;1.132;0.0088;0.00299;0.00247;2;338.541679;0.054988;-0.001
SDSS13506   ;0.242;0.243;21.801;0.122;-0.2;0.626;0.139;0.046;10.402;0.224;54000.581;0.533;0.02104;0.00164;0.00611;2;25.243341;-0.727846;-0.001
SDSS13511   ;0.236;0.2374;21.462;0.118;-1.554;0.441;-0.095;0.041;11.103;0.086;54002.62;0.323;0.01045;0.00113;0.0031;2;40.612354;-0.794122;-0.001
SDSS13578   ;0.227;0.228;21.068;0.116;-0.246;0.366;-0.04;0.036;8.902;0.838;53998.759;0.388;0.00575;0.00095;0.00108;2;17.394697;0.704158;-0.001
SDSS13610   ;0.297;0.2983;21.382;0.118;0.079;0.535;-0.096;0.042;10.509;0.122;53997.009;0.582;0.01158;0.00091;0.00105;2;326.014782;0.726284;0
SDSS13641   ;0.209;0.21;20.762;0.114;1.026;0.284;-0.031;0.032;5;10;54004.831;0.291;0.00382;0.00083;0.00076;2;345.218732;-0.981143;-0.001
SDSS13655   ;0.251;0.252;21.936;0.12;-1.339;0.584;0.082;0.047;10.996;0.018;53999.85;0.56;0.01383;0.00132;0.00315;2;39.020218;-0.994179;0
SDSS13689   ;0.25;0.2516;20.967;0.117;1.161;0.379;-0.148;0.038;10.449;0.149;54000.15;0.474;0.00669;0.00101;0.00173;2;4.016125;0.807558;-0.001
SDSS1371    ;0.118;0.1191;19.052;0.112;0.79;0.096;-0.101;0.022;10.95;0.089;53633.311;0.106;0.00065;0.00046;0.00008;2;349.373819;0.429384;-0.001
SDSS13727   ;0.22;0.221;20.856;0.116;1.253;0.342;-0.04;0.035;9.62;0.17;54004.88;0.327;0.00642;0.00091;0.00179;2;317.588081;0.93262;-0.001
SDSS13736   ;0.149;0.1504;19.972;0.112;1.117;0.165;-0.027;0.023;9.589;0.274;54015.786;0.132;0.00165;0.0005;0.00039;2;336.833286;1.030971;-0.001
SDSS13757   ;0.287;0.289;21.263;0.119;1.099;0.429;-0.167;0.042;5;10;53993.75;0.633;0.00766;0.00111;0.0011;2;350.123089;-1.157847;0
SDSS13796   ;0.144;0.145;19.838;0.112;0.789;0.116;-0.019;0.022;10.018;0.344;54010.412;0.117;0.00061;0.00045;0.00016;2;350.691574;0.532883;-0.001
SDSS13830   ;0.328;0.33;21.645;0.134;1.18;0.621;-0.018;0.054;11.042;0.316;53990.929;0.74;0.03651;0.00237;0.01109;2;351.561718;-0.382281;0
SDSS13835   ;0.246;0.2477;21.075;0.115;0.625;0.246;-0.078;0.035;10.462;0.314;54011.463;0.263;0.00316;0.00083;0.00106;2;6.059644;-0.248262;-0.001
SDSS13894   ;0.12;0.121;20.32;0.113;0.743;0.166;0.166;0.027;9.6;0.078;54013.688;0.146;0.00173;0.00073;0.00076;2;1.69061;-0.03676;-0.001
SDSS13934   ;0.328;0.33;22.19;0.137;-0.708;0.819;-0.1;0.069;10.51;0.048;54007.418;0.953;0.04177;0.00148;0.01085;2;342.11101;-0.435268;0
SDSS14019   ;0.215;0.2164;21.433;0.12;-0.316;0.388;-0.022;0.046;9.67;0.04;54012.202;0.397;0.01055;0.00158;0.00386;2;316.642422;-0.647952;-0.001
