Name;zcmb;zhel;mb;e_mb;x1;e_x1;c;e_c;logMst;e_logMst;tmax;e_tmax;cov(mb,s);cov(mb,c);cov(s,c);set;RAJ2000;DEJ2000;bias
sn2006cp    ;0.023;0.0223;16.025;0.144;0.353;0.075;0.097;0.022;10.103;0.17;53897.759;0.068;0.00029;0.00044;-0.00006;3;184.81204;22.42719;-0.009
sn2006ej    ;0.02;0.0203;15.744;0.148;-1.005;0.077;-0.031;0.028;10.414;0.335;53975.485;0.316;-0.00082;0.00077;-0.0006;3;9.74922;-9.01595;-0.009
sn2006et    ;0.022;0.0222;15.971;0.146;0.936;0.152;0.122;0.029;10.645;0.374;53994.447;0.221;0.00072;0.00078;-0.0003;3;10.69075;-23.55828;-0.009
sn2006gr    ;0.034;0.0346;16.969;0.14;0.879;0.068;0.074;0.022;10.781;0.374;54013.362;0.062;0.00014;0.00041;-0.00009;3;338.09449;30.82883;-0.011
sn2006mo    ;0.037;0.037;17.41;0.142;-2.128;0.109;0.008;0.03;10.925;0.12;54047.627;0.271;-0.00062;0.00087;-0.00053;3;11.66033;36.33269;-0.012
sn2006mp    ;0.023;0.023;15.991;0.145;0.941;0.149;0.003;0.027;9.657;0.281;54054.328;0.107;0.00039;0.00067;0.00006;3;258.00081;46.55598;-0.009
sn2006n     ;0.015;0.0143;15.058;0.155;-1.897;0.061;-0.079;0.022;10.809;0.148;53760.673;0.152;-0.00021;0.00044;-0.00019;3;92.13028;64.72356;-0.009
sn2006nz    ;0.037;0.0381;18.13;0.114;-2.863;0.216;0.229;0.02;5;10;54057.617;0.1;0.00143;0.00033;0.00084;2;14.121691;-1.226708;0
sn2006oa    ;0.061;0.0626;17.836;0.111;0.909;0.153;-0.041;0.016;8.985;0.118;54067.129;0.126;0.00063;0.00022;0.00025;2;320.928932;-0.843469;-0.001
sn2006ob    ;0.059;0.0592;18.196;0.111;-2.366;0.118;-0.044;0.018;11.323;0.108;54063.04;0.09;0.00043;0.00023;0.00006;2;27.9506;0.263312;-0.001
sn2006on    ;0.07;0.0719;18.412;0.111;0.548;0.213;0.079;0.021;10.327;0.12;54064.234;0.195;0.00099;0.00036;0.00004;2;328.993702;-1.070198;-0.001
sn2006qo    ;0.03;0.0297;16.835;0.142;0.467;0.06;0.166;0.027;10.999;0.281;54083.096;0.067;0.00017;0.00069;-0.0001;3;120.03509;56.36868;-0.01
sn2006s     ;0.033;0.0321;16.841;0.14;0.971;0.067;0.021;0.022;10.45;0.142;53770.263;0.087;0.0001;0.00041;-0.00014;3;191.41264;35.08671;-0.011
sn2006sr    ;0.024;0.0241;16.15;0.143;-1.29;0.114;-0.002;0.023;10.589;0.144;54092.816;0.119;0.00022;0.00043;0.00002;3;0.89593;23.19602;-0.009
sn2006td    ;0.016;0.0159;15.72;0.153;-1.321;0.108;0.09;0.027;9.51;0.281;54098.98;0.238;-0.00029;0.00071;-0.00019;3;29.56567;36.34938;-0.009
sn2007ae    ;0.063;0.0644;17.798;0.14;1.849;0.293;-0.01;0.031;11.32;0.107;54153.123;0.647;-0.00229;0.00092;-0.00031;3;255.46695;79.03174;-0.02
sn2007bc    ;0.022;0.0208;15.902;0.146;-1.224;0.081;-0.014;0.029;10.814;0.165;54200.355;0.142;0.00009;0.00077;-0.00016;3;169.81069;20.80896;-0.009
sn2007bd    ;0.032;0.031;16.581;0.141;-1.381;0.064;-0.048;0.027;10.736;0.13;54206.544;0.056;0;0.00066;-0.00016;3;127.88906;-1.19937;-0.011
sn2007ci    ;0.019;0.0181;15.893;0.149;-2.724;0.099;0.027;0.028;11.117;0.148;54246.654;0.064;0.00049;0.00075;0.00018;3;176.44105;19.77048;-0.009
sn2007co    ;0.027;0.027;16.504;0.142;-0.138;0.061;0.105;0.02;10.52;0.281;54265.212;0.057;0.0001;0.00038;0.00001;3;275.765;29.89705;-0.01
sn2007cq    ;0.025;0.0259;15.798;0.143;-0.658;0.116;-0.061;0.026;9.705;0.281;54281.026;0.071;0.00039;0.00064;0.00007;3;333.66843;5.08016;-0.01
sn2007f     ;0.024;0.0236;15.896;0.144;0.619;0.041;-0.055;0.026;10.027;0.118;54124.058;0.045;-0.00005;0.00064;-0.00018;3;195.81275;50.61876;-0.009
sn2007qe    ;0.024;0.024;16.068;0.144;0.761;0.046;0.052;0.026;6;5;54429.852;0.037;0.0001;0.00065;-0.00008;3;358.55399;27.40917;-0.009
sn2008bf    ;0.022;0.0213;15.719;0.145;0.431;0.069;-0.038;0.021;11.212;0.156;54555.109;0.09;0.00014;0.00041;-0.0001;3;181.01199;20.24508;-0.009
