    0.699874901771545410E+01   -0.863936930585652590E+03   -0.921034037030929298E+01    1
    0.699827766418457031E+01   -0.863771225850330666E+03   -0.921044037030957341E+01    1
    0.699806427955627441E+01   -0.863696213312679902E+03   -0.921054037030962824E+01    1
    0.699610114097595215E+01   -0.863006186101352796E+03   -0.921064037030957117E+01    1
    0.699550843238830566E+01   -0.862797885139472783E+03   -0.921074037030951231E+01    1
    0.699539613723754883E+01   -0.862758421869715676E+03   -0.921084037030956004E+01    1
    0.699482917785644531E+01   -0.862559186406433582E+03   -0.921094037030982626E+01    1
    0.699472165107727051E+01   -0.862521401870530099E+03   -0.921104037030986689E+01    1
    0.699461102485656738E+01   -0.862482528700027615E+03   -0.921114037030979382E+01    1
    0.699388074874877930E+01   -0.862225928217172623E+03   -0.921124037030971543E+01    1
    0.699246048927307129E+01   -0.861726948344381526E+03   -0.921134037030974362E+01    1
    0.699232697486877441E+01   -0.861680045018671080E+03   -0.921144037030999030E+01    1
    0.699228334426879883E+01   -0.861664717841893435E+03   -0.921154037031001316E+01    1
    0.699211955070495605E+01   -0.861607178816804662E+03   -0.921164037030991878E+01    1
    0.699156403541564941E+01   -0.861412040195195004E+03   -0.921174037030982440E+01    1
    0.699142122268676758E+01   -0.861361875726608559E+03   -0.921184037030983660E+01    1
    0.699140048027038574E+01   -0.861354589805938303E+03   -0.921194037030951485E+01    1
    0.699053239822387695E+01   -0.861049685848178342E+03   -0.921204037030952705E+01    1
    0.698998212814331055E+01   -0.860856425947742537E+03   -0.921214037030998156E+01    1
    0.698997950553894043E+01   -0.860855504895094782E+03   -0.921224037030988363E+01    1
    0.698980784416198730E+01   -0.860795218438375741E+03   -0.921234037030934161E+01    1
    0.698968482017517090E+01   -0.860752013899618760E+03   -0.921244037030902518E+01    1
    0.698965501785278320E+01   -0.860741547778481618E+03   -0.921254037030904627E+01    1
    0.698900842666625977E+01   -0.860514483906095847E+03   -0.921264037030951854E+01    1
    0.698884248733520508E+01   -0.860456213681725785E+03   -0.921274037030999970E+01    1
    0.698768234252929688E+01   -0.860048856474692002E+03   -0.921284037030948610E+01    1
    0.698658728599548340E+01   -0.859664404920767993E+03   -0.921294037030920698E+01    1
    0.698657512664794922E+01   -0.859660136308288202E+03   -0.921304037030927248E+01    1
    0.698656320571899414E+01   -0.859655951400054619E+03   -0.921314037030924204E+01    1
    0.698650169372558594E+01   -0.859634357364149764E+03   -0.921324037030922760E+01    1
    0.698615384101867676E+01   -0.859512245231540874E+03   -0.921334037030934105E+01    1
    0.698605513572692871E+01   -0.859477596100652590E+03   -0.921344037030969787E+01    1
    0.698521780967712402E+01   -0.859183680710149929E+03   -0.921354037030985573E+01    1
    0.698495864868164062E+01   -0.859092716819839552E+03   -0.921364037030992655E+01    1
    0.698447728157043457E+01   -0.858923767419066280E+03   -0.921374037030946802E+01    1
    0.698303484916687012E+01   -0.858417563012335449E+03   -0.921384037030914982E+01    1
    0.698277449607849121E+01   -0.858326204487355426E+03   -0.921394037030964519E+01    1
    0.698262310028076172E+01   -0.858273080643266439E+03   -0.921404037030995227E+01    1
    0.698246741294860840E+01   -0.858218451928813010E+03   -0.921414037030962874E+01    1
    0.698227214813232422E+01   -0.858149937409907579E+03   -0.921424037030934606E+01    1
    0.698191499710083008E+01   -0.858024624390993267E+03   -0.921434037030921971E+01    1
    0.698039245605468750E+01   -0.857490472838981077E+03   -0.921444037030936336E+01    1
    0.698003768920898438E+01   -0.857366024318384007E+03   -0.921454037030933470E+01    1
    0.697987794876098633E+01   -0.857309990755748004E+03   -0.921464037030924921E+01    1
    0.697979450225830078E+01   -0.857280719918431714E+03   -0.921474037030921878E+01    1
    0.697976112365722656E+01   -0.857269011665601283E+03   -0.921484037030936243E+01    1
    0.697964644432067871E+01   -0.857228785809595138E+03   -0.921494037030979385E+01    1
    0.697956871986389160E+01   -0.857201522863004357E+03   -0.921504037030951295E+01    1
    0.697940373420715332E+01   -0.857143652662634850E+03   -0.921514037030919297E+01    1
    0.697935295104980469E+01   -0.857125840244116262E+03   -0.921524037030950538E+01    1
    0.697921347618103027E+01   -0.857076919371262193E+03   -0.921534037030945363E+01    1
    0.697850632667541504E+01   -0.856828898956766352E+03   -0.921544037030915142E+01    1
    0.697743988037109375E+01   -0.856454901220742613E+03   -0.921554037030927198E+01    1
    0.697650170326232910E+01   -0.856125926497159526E+03   -0.921564037030937300E+01    1
    0.697516727447509766E+01   -0.855658068828983232E+03   -0.921574037030957349E+01    1
    0.697323703765869141E+01   -0.854981450822670013E+03   -0.921584037030942937E+01    1
    0.697278022766113281E+01   -0.854821345404023305E+03   -0.921594037030905611E+01    1
    0.697240638732910156E+01   -0.854690326247364283E+03   -0.921604037030913048E+01    1
    0.697238469123840332E+01   -0.854682722638361156E+03   -0.921614037030920841E+01    1
    0.697204947471618652E+01   -0.854565245239762589E+03   -0.921624037030940890E+01    1
    0.697068452835083008E+01   -0.854086945818271488E+03   -0.921634037030984743E+01    1
    0.697066140174865723E+01   -0.854078842562623322E+03   -0.921644037030952390E+01    1
    0.697052288055419922E+01   -0.854030307031702250E+03   -0.921654037030911333E+01    1
    0.697051477432250977E+01   -0.854027466767700389E+03   -0.921664037030929251E+01    1
    0.697043681144714355E+01   -0.854000150252366439E+03   -0.921674037030961912E+01    1
    0.696915650367736816E+01   -0.853551594860153273E+03   -0.921684037030965264E+01    1
