    0.699957394599914551E+01   -0.864226956850383431E+03   -0.921034037030929298E+01    1
    0.699921655654907227E+01   -0.864101303302450106E+03   -0.921044037030957341E+01    1
    0.699852180480957031E+01   -0.863857052552280948E+03   -0.921054037030962824E+01    1
    0.699752926826477051E+01   -0.863508145440835506E+03   -0.921064037030957117E+01    1
    0.699732708930969238E+01   -0.863437078302493319E+03   -0.921074037030951231E+01    1
    0.699731183052062988E+01   -0.863431714813457802E+03   -0.921084037030956004E+01    1
    0.699718952178955078E+01   -0.863388723442796618E+03   -0.921094037030982626E+01    1
    0.699667835235595703E+01   -0.863209054688690230E+03   -0.921104037030986689E+01    1
    0.699633622169494629E+01   -0.863088806673884392E+03   -0.921114037030979382E+01    1
    0.699623084068298340E+01   -0.863051769584417343E+03   -0.921124037030971543E+01    1
    0.699548530578613281E+01   -0.862789757841266692E+03   -0.921134037030974362E+01    1
    0.699534130096435547E+01   -0.862739151248009875E+03   -0.921144037030999030E+01    1
    0.699489474296569824E+01   -0.862582225993275642E+03   -0.921154037031001316E+01    1
    0.699467396736145020E+01   -0.862504646131535992E+03   -0.921164037030991878E+01    1
    0.699455046653747559E+01   -0.862461249204818159E+03   -0.921174037030982440E+01    1
    0.699415755271911621E+01   -0.862323187506059185E+03   -0.921184037030983660E+01    1
    0.699399375915527344E+01   -0.862265635760733858E+03   -0.921194037030951485E+01    1
    0.699398684501647949E+01   -0.862263206381117925E+03   -0.921204037030952705E+01    1
    0.699393701553344727E+01   -0.862245698150480166E+03   -0.921214037030998156E+01    1
    0.699348831176757812E+01   -0.862088044946081936E+03   -0.921224037030988363E+01    1
    0.699293351173400879E+01   -0.861893126079114154E+03   -0.921234037030934161E+01    1
    0.699248361587524414E+01   -0.861735072745941579E+03   -0.921244037030902518E+01    1
    0.699232149124145508E+01   -0.861678118648240343E+03   -0.921254037030904627E+01    1
    0.699164080619812012E+01   -0.861439007086912170E+03   -0.921264037030951854E+01    1
    0.699157381057739258E+01   -0.861415473854867741E+03   -0.921274037030999970E+01    1
    0.699146652221679688E+01   -0.861377787569770589E+03   -0.921284037030948610E+01    1
    0.699135231971740723E+01   -0.861337673138361424E+03   -0.921294037030920698E+01    1
    0.699105334281921387E+01   -0.861232657964807004E+03   -0.921304037030927248E+01    1
    0.699060082435607910E+01   -0.861073718614177778E+03   -0.921314037030924204E+01    1
    0.699052858352661133E+01   -0.861048346049152315E+03   -0.921324037030922760E+01    1
    0.699015688896179199E+01   -0.860917802187148482E+03   -0.921334037030934105E+01    1
    0.699010848999023438E+01   -0.860900804274016991E+03   -0.921344037030969787E+01    1
    0.698986983299255371E+01   -0.860816988406702876E+03   -0.921354037030985573E+01    1
    0.698978137969970703E+01   -0.860785924386000261E+03   -0.921364037030992655E+01    1
    0.698967337608337402E+01   -0.860747994904639199E+03   -0.921374037030946802E+01    1
    0.698943638801574707E+01   -0.860664769441587850E+03   -0.921384037030914982E+01    1
    0.698901510238647461E+01   -0.860516828134423122E+03   -0.921394037030964519E+01    1
    0.698868441581726074E+01   -0.860400707336608320E+03   -0.921404037030995227E+01    1
    0.698849463462829590E+01   -0.860334067607531324E+03   -0.921414037030962874E+01    1
    0.698805880546569824E+01   -0.860181036320747808E+03   -0.921424037030934606E+01    1
    0.698802518844604492E+01   -0.860169232814805582E+03   -0.921434037030921971E+01    1
    0.698682546615600586E+01   -0.859748020762111992E+03   -0.921444037030936336E+01    1
    0.698602867126464844E+01   -0.859468306184979156E+03   -0.921454037030933470E+01    1
    0.698375630378723145E+01   -0.858670738002983853E+03   -0.921464037030924921E+01    1
    0.698318457603454590E+01   -0.858470103816827759E+03   -0.921474037030921878E+01    1
    0.698309397697448730E+01   -0.858438311497680843E+03   -0.921484037030936243E+01    1
    0.698255181312561035E+01   -0.858248066756874323E+03   -0.921494037030979385E+01    1
    0.698225975036621094E+01   -0.858145587335573509E+03   -0.921504037030951295E+01    1
    0.698201441764831543E+01   -0.858059507385594770E+03   -0.921514037030919297E+01    1
    0.698192286491394043E+01   -0.858027384901419282E+03   -0.921524037030950538E+01    1
    0.698127794265747070E+01   -0.857801115384092554E+03   -0.921534037030945363E+01    1
    0.698124504089355469E+01   -0.857789572343230247E+03   -0.921544037030915142E+01    1
    0.698114085197448730E+01   -0.857753019676310942E+03   -0.921554037030927198E+01    1
    0.698094892501831055E+01   -0.857685687009012327E+03   -0.921564037030937300E+01    1
    0.698053979873657227E+01   -0.857542160672368482E+03   -0.921574037030957349E+01    1
    0.698036694526672363E+01   -0.857481523742433637E+03   -0.921584037030942937E+01    1
    0.697981691360473633E+01   -0.857288581200642511E+03   -0.921594037030905611E+01    1
    0.697967672348022461E+01   -0.857239406720967963E+03   -0.921604037030913048E+01    1
    0.697950649261474609E+01   -0.857179695961764082E+03   -0.921614037030920841E+01    1
    0.697929739952087402E+01   -0.857106355422642082E+03   -0.921624037030940890E+01    1
    0.697907972335815430E+01   -0.857030006278771907E+03   -0.921634037030984743E+01    1
    0.697827005386352539E+01   -0.856746035056887195E+03   -0.921644037030952390E+01    1
    0.697824525833129883E+01   -0.856737339083803818E+03   -0.921654037030911333E+01    1
    0.697612667083740234E+01   -0.855994430590420961E+03   -0.921664037030929251E+01    1
    0.697531318664550781E+01   -0.855709222734905779E+03   -0.921674037030961912E+01    1
    0.697431707382202148E+01   -0.855360023264307529E+03   -0.921684037030965264E+01    1
    0.697409486770629883E+01   -0.855282131924526766E+03   -0.921694037030950852E+01    1
    0.697408437728881836E+01   -0.855278454702114686E+03   -0.921704037030930756E+01    1
    0.697284507751464844E+01   -0.854844073819229379E+03   -0.921714037030916522E+01    1
    0.697274255752563477E+01   -0.854808142949827015E+03   -0.921724037030919874E+01    1
    0.697223591804504395E+01   -0.854630584144499153E+03   -0.921734037030952713E+01    1
    0.697187471389770508E+01   -0.854504001797176898E+03   -0.921744037030970986E+01    1
    0.697170352935791016E+01   -0.854444012886378914E+03   -0.921754037030930462E+01    1
    0.697129321098327637E+01   -0.854300228362902999E+03   -0.921764037030954952E+01    1
    0.697091531753540039E+01   -0.854167812556726858E+03   -0.921774037031000049E+01    1
    0.697054743766784668E+01   -0.854038911377545446E+03   -0.921784037030966097E+01    1
    0.697022438049316406E+01   -0.853925720325671136E+03   -0.921794037030920776E+01    1
    0.696959757804870605E+01   -0.853706117259571329E+03   -0.921804037030931767E+01    1
    0.696874856948852539E+01   -0.853408689879812300E+03   -0.921814037030955014E+01    1
    0.696827673912048340E+01   -0.853243410008260980E+03   -0.921824037030946641E+01    1
    0.696792459487915039E+01   -0.853120061767986044E+03   -0.921834037030918374E+01    1
    0.696647930145263672E+01   -0.852613863133359700E+03   -0.921844037030938246E+01    1
    0.696626043319702148E+01   -0.852537214611191303E+03   -0.921854037030962026E+01    1
    0.696603107452392578E+01   -0.852456894494127482E+03   -0.921864037030945660E+01    1
    0.696540927886962891E+01   -0.852239156435243785E+03   -0.921874037030957361E+01    1
    0.696528339385986328E+01   -0.852195076503092423E+03   -0.921884037030952719E+01    1
    0.696469449996948242E+01   -0.851988878225209191E+03   -0.921894037030943991E+01    1
    0.696458935737609863E+01   -0.851952064623823389E+03   -0.921904037030942902E+01    1
    0.696442317962646484E+01   -0.851893881731666625E+03   -0.921914037030961708E+01    1
    0.696425461769104004E+01   -0.851834865281591192E+03   -0.921924037030956356E+01    1
    0.696347379684448242E+01   -0.851561502223601565E+03   -0.921934037030938747E+01    1
    0.696344637870788574E+01   -0.851551903688348830E+03   -0.921944037030976737E+01    1
    0.696310567855834961E+01   -0.851432634140597656E+03   -0.921954037030970852E+01    1
    0.696287798881530762E+01   -0.851352929126471281E+03   -0.921964037030932637E+01    1
    0.696254444122314453E+01   -0.851236171541735530E+03   -0.921974037030930305E+01    1
    0.696242356300354004E+01   -0.851193859567632899E+03   -0.921984037030919978E+01    1
    0.696220302581787109E+01   -0.851116664776578546E+03   -0.921994037030913738E+01    1
    0.696189379692077637E+01   -0.851008428663946688E+03   -0.922004037030923662E+01    1
    0.696160554885864258E+01   -0.850907539937878028E+03   -0.922014037030961653E+01    1
    0.696143293380737305E+01   -0.850847125232918188E+03   -0.922024037030984189E+01    1
    0.696103143692016602E+01   -0.850706607565982267E+03   -0.922034037030946863E+01    1
    0.696070289611816406E+01   -0.850591628530761227E+03   -0.922044037030918062E+01    1
    0.695928573608398438E+01   -0.850095719746779650E+03   -0.922054037030910045E+01    1
    0.695926809310913086E+01   -0.850089546458795667E+03   -0.922064037030934891E+01    1
    0.695913171768188477E+01   -0.850041829062858596E+03   -0.922074037030948546E+01    1
    0.695838880538940430E+01   -0.849781900070607662E+03   -0.922084037030963444E+01    1
    0.695719003677368164E+01   -0.849362526781391352E+03   -0.922094037030991487E+01    1
    0.695711755752563477E+01   -0.849337172858184204E+03   -0.922104037030988977E+01    1
    0.695707654953002930E+01   -0.849322827976197004E+03   -0.922114037030968170E+01    1
    0.695654726028442383E+01   -0.849137685407418758E+03   -0.922124037030941146E+01    1
    0.695640039443969727E+01   -0.849086314651416615E+03   -0.922134037030919984E+01    1
    0.695600891113281250E+01   -0.848949386100983247E+03   -0.922144037030917296E+01    1
    0.695591092109680176E+01   -0.848915113299852237E+03   -0.922154037030945162E+01    1
