    0.329207044845342764E+02    0.522770275006508722E+01   -0.431440502327371973E+03
    0.332334073648546493E+02    0.506829500601159388E+01   -0.430652593365564826E+03
    0.329296276338203384E+02    0.522636842851191652E+01   -0.430269032629317735E+03
    0.330597790046377824E+02    0.512239779670610762E+01   -0.429943099119095677E+03
    0.335681593716506512E+02    0.482292433087295436E+01   -0.429834348901850035E+03
    0.334322472194860438E+02    0.493136242332938135E+01   -0.428878567611614130E+03
    0.329512247056082970E+02    0.521708915034776943E+01   -0.428758309403879252E+03
    0.335003895360677717E+02    0.488014775590186645E+01   -0.428734271517804700E+03
    0.335425622910355230E+02    0.483062849592521015E+01   -0.428604122623206308E+03
    0.329581315534495474E+02    0.521546418049430383E+01   -0.428418455042336177E+03
    0.330396039898005540E+02    0.518077266297184647E+01   -0.428384346897648584E+03
    0.334140149236247410E+02    0.489618658579526578E+01   -0.428081264673944588E+03
    0.333443323549807005E+02    0.499064444627082970E+01   -0.427875216410147800E+03
    0.330369975142596530E+02    0.514426507876954631E+01   -0.427781225291389546E+03
    0.332435888641151678E+02    0.505692834015798720E+01   -0.427770444749434091E+03
    0.332942986797961424E+02    0.496956009769255758E+01   -0.427560525139268975E+03
    0.330674085854843867E+02    0.512248112538487099E+01   -0.427449862124859976E+03
    0.334776142399637706E+02    0.486299092363296115E+01   -0.427409607326929290E+03
    0.331522295061313628E+02    0.511323756150956843E+01   -0.427338513028415832E+03
    0.333382899925188525E+02    0.494282222109137592E+01   -0.427276137920064457E+03
    0.330557239641354457E+02    0.516903258398066967E+01   -0.427270391323024796E+03
    0.331719748744257856E+02    0.510069943856171726E+01   -0.427102098208750363E+03
    0.335024744718332173E+02    0.485262739782833474E+01   -0.427087776001532347E+03
    0.332981262870044432E+02    0.496814449744981879E+01   -0.427031584845306611E+03
    0.333962374832282904E+02    0.495295829241342034E+01   -0.426989466399852063E+03
    0.335202141425834910E+02    0.485193160965373682E+01   -0.426986035174621122E+03
    0.330698611334024690E+02    0.516027532243218090E+01   -0.426901743993975174E+03
    0.334246152851711997E+02    0.489286648747214592E+01   -0.426874684233673179E+03
    0.332551767557370326E+02    0.504775859386711279E+01   -0.426860739912219742E+03
    0.333461316914857377E+02    0.493890884036336963E+01   -0.426840324603562351E+03
    0.334551813763315096E+02    0.490958228012817077E+01   -0.426840038381441559E+03
    0.332779287027433099E+02    0.498136222024753650E+01   -0.426776678253994646E+03
    0.331670746836760699E+02    0.505400166765850134E+01   -0.426773578728237567E+03
    0.330705435432948960E+02    0.512195891300565886E+01   -0.426770720740568152E+03
    0.330573906146398429E+02    0.513186600147611482E+01   -0.426736073466739640E+03
    0.334897078275680542E+02    0.485973775386810303E+01   -0.426712531008433416E+03
    0.330505468127175632E+02    0.517010274068083664E+01   -0.426694369808179090E+03
    0.333022229379910613E+02    0.501662211822561055E+01   -0.426691037627235005E+03
    0.330456782965210110E+02    0.517262340419823907E+01   -0.426687670344833919E+03
    0.335045521161581306E+02    0.485422168935692167E+01   -0.426676208893005082E+03
    0.331233776677452383E+02    0.508428846092524989E+01   -0.426675046152717869E+03
    0.333615288530155354E+02    0.497642337778148036E+01   -0.426641895091809147E+03
    0.332934163561675689E+02    0.502227499316737624E+01   -0.426601329071026043E+03
    0.334392191312095335E+02    0.488551543321542692E+01   -0.426598607398534796E+03
    0.332097035885667324E+02    0.502585407678065277E+01   -0.426595605202236641E+03
    0.329972848973957227E+02    0.519243922167768623E+01   -0.426557244564769462E+03
    0.334444191999709730E+02    0.491675223320938137E+01   -0.426506966426156396E+03
    0.330457539167997112E+02    0.514151076292402820E+01   -0.426499132051707988E+03
    0.330780263375881205E+02    0.515464594682581545E+01   -0.426496606008990852E+03
    0.335020926023956704E+02    0.485632073579151768E+01   -0.426482235065445707E+03
    0.333226676247660549E+02    0.495397455106000084E+01   -0.426481226594341933E+03
    0.333272790967786108E+02    0.495115999048706534E+01   -0.426470982927522243E+03
    0.335094713106801620E+02    0.485606922195330171E+01   -0.426460010493782988E+03
    0.331690457788079982E+02    0.505333322345862079E+01   -0.426453239422782360E+03
    0.329985289119708796E+02    0.518336950197057256E+01   -0.426448493133505963E+03
    0.330083579374445648E+02    0.517338291898973868E+01   -0.426384968805911967E+03
    0.330637710299084517E+02    0.516209782527002403E+01   -0.426380381397857832E+03
    0.331950688850511568E+02    0.503602258958688509E+01   -0.426367387847144869E+03
    0.333074879183188060E+02    0.501245707164977983E+01   -0.426361065070272048E+03
    0.330089523275734820E+02    0.518783962163050294E+01   -0.426344696707772755E+03
    0.330785605567304017E+02    0.515389443927586122E+01   -0.426333458806201577E+03
    0.331103328897732752E+02    0.513584833394846818E+01   -0.426317807570196919E+03
    0.330014516586663902E+02    0.518922193028179723E+01   -0.426317654297954903E+03
    0.334009104521726385E+02    0.494795214642898973E+01   -0.426265210630380238E+03
    0.330107556353172882E+02    0.518652368384514162E+01   -0.426241493222172608E+03
    0.334901742645668250E+02    0.487884713275009396E+01   -0.426223304371155336E+03
    0.331960151592842223E+02    0.503573013084725751E+01   -0.426203727422051543E+03
    0.332039882978241394E+02    0.503048044282214413E+01   -0.426178923815338976E+03
    0.330014687923140642E+02    0.518451518472241801E+01   -0.426175351324376038E+03
    0.330348332637760933E+02    0.515142604381317071E+01   -0.426168687906544619E+03
    0.334980007248237541E+02    0.486031052276510422E+01   -0.426119813196841164E+03
    0.331533078832529782E+02    0.510995911393253177E+01   -0.426113763318972588E+03
    0.331235817346504504E+02    0.508547069470879887E+01   -0.426108375425139286E+03
    0.333941858041166313E+02    0.491203688456331378E+01   -0.426104547409467841E+03
    0.331752740167641562E+02    0.509657321751792658E+01   -0.426099155939705270E+03
    0.334544342671929016E+02    0.490781339300694341E+01   -0.426090752223451545E+03
    0.330032193237991649E+02    0.518423836359312595E+01   -0.426087603379745246E+03
    0.333111590428392148E+02    0.500942398907218323E+01   -0.426079159036995236E+03
    0.332676370898336486E+02    0.503807169968153978E+01   -0.426054491485936296E+03
    0.334000349434564541E+02    0.494804010941782479E+01   -0.426047369646948141E+03
    0.334165251229033302E+02    0.489950284581163498E+01   -0.426044607630315511E+03
    0.334281887957688966E+02    0.489310714016411552E+01   -0.426026741919990513E+03
    0.332344106032647844E+02    0.505940873388260215E+01   -0.426021332580822843E+03
    0.333342908455971738E+02    0.499368041054296175E+01   -0.426000819439149723E+03
    0.334798720754221080E+02    0.486739442471151396E+01   -0.425976261707212643E+03
    0.331362132782760312E+02    0.507695054250633682E+01   -0.425972981038198100E+03
    0.331515111080404807E+02    0.506637970366750690E+01   -0.425963471601514982E+03
    0.331032755017094829E+02    0.510028060353566204E+01   -0.425961105634818466E+03
    0.331362128851950217E+02    0.511980753691981327E+01   -0.425955647296972472E+03
    0.334148521268397758E+02    0.490069762638151651E+01   -0.425946481230006725E+03
    0.334902309697455749E+02    0.486383850067123014E+01   -0.425927407953426496E+03
    0.331539015417433092E+02    0.510907849316663754E+01   -0.425885339069126360E+03
    0.330938375242657870E+02    0.510733989949977740E+01   -0.425876353782825561E+03
    0.332046969845229754E+02    0.503064884086508801E+01   -0.425874203787556553E+03
    0.332652616353080717E+02    0.499124310847640196E+01   -0.425863472206161077E+03
    0.332392418467471629E+02    0.505597943063384658E+01   -0.425856685583086460E+03
    0.331158119773812629E+02    0.513135844138730945E+01   -0.425797225975738684E+03
    0.333630293388324830E+02    0.497346597245256650E+01   -0.425779022520675369E+03
    0.331042865983564099E+02    0.513790813344595065E+01   -0.425773918466814393E+03
    0.331115323256659764E+02    0.509492554544859821E+01   -0.425746175866563476E+03
    0.334566974723271144E+02    0.490478043633180327E+01   -0.425738189554078872E+03
    0.333392786495071292E+02    0.498970835365652032E+01   -0.425737699500241774E+03
    0.332281808430686567E+02    0.506276427156822706E+01   -0.425732534340675443E+03
    0.330111238889196414E+02    0.517811242312192732E+01   -0.425732382346201462E+03
    0.333780662388298452E+02    0.496276827260006215E+01   -0.425698523905560933E+03
    0.330586525628257490E+02    0.516240083984184661E+01   -0.425667877457576992E+03
    0.331588909187901137E+02    0.506200111774725858E+01   -0.425662917566927149E+03
    0.330156288885027678E+02    0.517249844128264513E+01   -0.425649639081616215E+03
    0.333746058305663666E+02    0.492454921910980037E+01   -0.425635832509562704E+03
    0.331814185281051053E+02    0.509177000914211497E+01   -0.425634433070461796E+03
    0.332177381429293987E+02    0.506915705180685183E+01   -0.425633226675403478E+03
    0.330715884268571756E+02    0.515552921700769939E+01   -0.425631033124761018E+03
    0.331423771378660845E+02    0.507349655514266029E+01   -0.425623584565255555E+03
    0.333018081522624954E+02    0.496871110730109855E+01   -0.425610017734835196E+03
    0.334896589983545923E+02    0.486708394281957091E+01   -0.425595821255985697E+03
    0.333775641588308005E+02    0.496285978087018975E+01   -0.425591728002862055E+03
    0.334742189529011327E+02    0.488952828945673978E+01   -0.425577900383790166E+03
    0.334920039324106185E+02    0.486829754754386901E+01   -0.425576314884512669E+03
    0.332515404116915647E+02    0.500065070630366648E+01   -0.425574630290520076E+03
    0.333597814765083527E+02    0.497522530314055089E+01   -0.425568599555634307E+03
    0.331099033994736871E+02    0.513413821493667832E+01   -0.425566069661804136E+03
    0.334437636243086871E+02    0.488628129916743958E+01   -0.425556423859487836E+03
    0.334402421196505486E+02    0.491697061404958546E+01   -0.425556311406241889E+03
    0.330248526292265581E+02    0.517691428002976473E+01   -0.425552387243051726E+03
    0.330454883336578646E+02    0.516836968054891965E+01   -0.425544247098049482E+03
    0.334154780320938229E+02    0.493550065616833056E+01   -0.425543676926316039E+03
    0.330162978217942751E+02    0.517797510003364891E+01   -0.425540732524329428E+03
    0.332193234449315824E+02    0.506791560498503380E+01   -0.425522436905789959E+03
    0.331196638188486290E+02    0.508975097583563230E+01   -0.425509175894817872E+03
    0.330217700687380358E+02    0.516706563342117953E+01   -0.425503830748240603E+03
    0.333754550944074069E+02    0.492439481968803427E+01   -0.425494863299566703E+03
    0.334661239230244831E+02    0.487573317856511679E+01   -0.425484168174218610E+03
    0.330204116049343810E+02    0.517716020947189026E+01   -0.425472056750825232E+03
    0.333490860858168503E+02    0.494008384650677534E+01   -0.425469011155783164E+03
    0.330734457291697055E+02    0.515396974162029142E+01   -0.425461311835437243E+03
    0.330664773928699205E+02    0.512909511170255783E+01   -0.425459651212198594E+03
    0.334744113879809007E+02    0.487239617026549698E+01   -0.425459541763305822E+03
    0.331103377587711662E+02    0.513359472147637952E+01   -0.425458952126017152E+03
    0.334890860720355406E+02    0.487247792996183282E+01   -0.425450879385211579E+03
    0.333235129495565729E+02    0.499973232683755775E+01   -0.425437740605568933E+03
    0.330454662731759328E+02    0.516786870149603317E+01   -0.425433739112027752E+03
    0.333704215438084333E+02    0.496747270856673584E+01   -0.425428482685902623E+03
    0.331749650167684180E+02    0.509521348082151704E+01   -0.425413055388662428E+03
    0.334261901611395302E+02    0.492715249791600396E+01   -0.425410665849816780E+03
    0.333353744221739561E+02    0.494849506771277525E+01   -0.425410470687956604E+03
    0.330200040760128957E+02    0.517600138106392205E+01   -0.425397303805970523E+03
    0.333917801461095749E+02    0.491523555639084186E+01   -0.425382198163384089E+03
    0.333029486066077496E+02    0.496850417332431959E+01   -0.425378302535027103E+03
    0.330390435544466783E+02    0.517040153282257453E+01   -0.425372560990365059E+03
    0.332920450577075187E+02    0.497535803436241153E+01   -0.425359249851000413E+03
    0.330436289307607822E+02    0.516831411923203454E+01   -0.425354599771884125E+03
    0.332435680675496528E+02    0.500627943165900646E+01   -0.425352085970989890E+03
    0.331862424314374778E+02    0.508815691333026088E+01   -0.425351660482477598E+03
    0.330256099792427804E+02    0.516446577060711753E+01   -0.425350670694290443E+03
    0.331109302947234454E+02    0.509643531104056002E+01   -0.425348233479217186E+03
    0.334237499564470966E+02    0.492875310483442775E+01   -0.425338113376539809E+03
    0.333488744367447509E+02    0.498221207640804575E+01   -0.425337090845877810E+03
    0.330600646645655729E+02    0.513458674612105703E+01   -0.425331222085375998E+03
    0.333983679650104293E+02    0.494734856781111088E+01   -0.425325539480371731E+03
    0.333249267817134225E+02    0.499851569474144597E+01   -0.425322730261486299E+03
    0.330522993474066382E+02    0.514086293900216251E+01   -0.425317529697320595E+03
    0.330345702395358742E+02    0.517180653884719099E+01   -0.425308434513493239E+03
    0.334862138948198691E+02    0.487249186688512204E+01   -0.425300469877445835E+03
    0.332526394730005990E+02    0.504617641983913146E+01   -0.425298387640463261E+03
    0.334280854251219353E+02    0.489535719107166756E+01   -0.425296429737179494E+03
    0.334596401018968734E+02    0.490054105667269724E+01   -0.425292085228262977E+03
    0.333408626518786448E+02    0.498760099693415526E+01   -0.425290505350029775E+03
    0.334823475086661091E+02    0.487150216648833378E+01   -0.425282846687176061E+03
    0.334778057300053433E+02    0.488425473002712796E+01   -0.425281479911658721E+03
    0.334840893521291818E+02    0.487683999764904907E+01   -0.425267940211993619E+03
    0.330275591915221867E+02    0.516321981981071154E+01   -0.425266550834404256E+03
    0.331312807519877168E+02    0.512096201658760197E+01   -0.425260208320825257E+03
    0.334762213375319533E+02    0.487317123662254215E+01   -0.425249447949059572E+03
    0.331152721798191578E+02    0.509360390292945020E+01   -0.425244714306657897E+03
    0.330229838712349064E+02    0.517355838318888406E+01   -0.425243655287579088E+03
    0.331357982433699618E+02    0.511826128301145467E+01   -0.425239310989580304E+03
