    0.475104887139695276E+01   -0.297038637668825686E+03
    0.425172161538057836E+01   -0.293171075906604528E+03
    0.425655973987690217E+01   -0.292835230137221515E+03
    0.468627640651355026E+01   -0.292549240362364799E+03
    0.426191224009524383E+01   -0.292473142165690660E+03
    0.426221849961172339E+01   -0.292452724201604724E+03
    0.468379473686218262E+01   -0.292398624530062079E+03
    0.468213200569152832E+01   -0.292298608165699989E+03
    0.426523033561254739E+01   -0.292253655203618109E+03
    0.426752808106989789E+01   -0.292103889609687030E+03
    0.467710006206728046E+01   -0.292000321602448821E+03
    0.427018655549456749E+01   -0.291932881502434611E+03
    0.467570387890386030E+01   -0.291918730656616390E+03
    0.427350513190805703E+01   -0.291722822275944054E+03
    0.467022323608398438E+01   -0.291603388309478760E+03
    0.427566214104203901E+01   -0.291588314967229962E+03
    0.427812625066987096E+01   -0.291436608247458935E+03
    0.466713530535148458E+01   -0.291429191454779357E+03
    0.427945389523268460E+01   -0.291355731073766947E+03
    0.428054920947455564E+01   -0.291289460529573262E+03
    0.428077355036011298E+01   -0.291275937647558749E+03
    0.466426506155124443E+01   -0.291269526546355337E+03
    0.466423962443899764E+01   -0.291268121252767742E+03
    0.428100734066597077E+01   -0.291261863462626934E+03
    0.466406112718089538E+01   -0.291258264822885394E+03
    0.466399939248933038E+01   -0.291254857855383307E+03
    0.428184907505547585E+01   -0.291211345553398132E+03
    0.428247103663486683E+01   -0.291174172969534993E+03
    0.465956034476471714E+01   -0.291012518071569502E+03
    0.428573944841804000E+01   -0.290980998265556991E+03
    0.465889865255715296E+01   -0.290976840819697827E+03
    0.465867196421134722E+01   -0.290964644854888320E+03
    0.465763283685796470E+01   -0.290908913438674062E+03
    0.465682802093328263E+01   -0.290865945493802428E+03
    0.428783028112231079E+01   -0.290859330155886710E+03
    0.428807035892645594E+01   -0.290845454883761704E+03
    0.428826546669006348E+01   -0.290834193072281778E+03
    0.465613647886587856E+01   -0.290829162289854139E+03
    0.428902282127202739E+01   -0.290790600376203656E+03
    0.428911683139631972E+01   -0.290785202824510634E+03
    0.465489781242290590E+01   -0.290763594696298242E+03
    0.465426274441437648E+01   -0.290730135972611606E+03
    0.429084465497335543E+01   -0.290686534903943539E+03
    0.429084487838875983E+01   -0.290686522211879492E+03
    0.429178779518644671E+01   -0.290633103918284178E+03
    0.465234632610716936E+01   -0.290629818680696189E+03
    0.465230346487996105E+01   -0.290627586220856756E+03
    0.465141917198576049E+01   -0.290581636236514896E+03
    0.429312502453821576E+01   -0.290557863742113113E+03
    0.429320674067628083E+01   -0.290553285567089915E+03
    0.429354858207200163E+01   -0.290534158299677074E+03
    0.429468822479248047E+01   -0.290470676950179040E+03
    0.464899551990622406E+01   -0.290456764849368483E+03
    0.429497830395826519E+01   -0.290454588889144361E+03
    0.464889073371887207E+01   -0.290451401357073337E+03
    0.429530836349523160E+01   -0.290436318098567426E+03
    0.464813903360710068E+01   -0.290413011356256902E+03
    0.464794373512268066E+01   -0.290403061952907592E+03
    0.429592619800274633E+01   -0.290402216256596148E+03
    0.429627582487590232E+01   -0.290382975516840816E+03
    0.464750323285401201E+01   -0.290380658108741045E+03
    0.429637653345227921E+01   -0.290377440966665745E+03
    0.429642718681898561E+01   -0.290374658550601453E+03
    0.464680625040138739E+01   -0.290345315541140735E+03
    0.464650679683566281E+01   -0.290330170691478997E+03
    0.429734764161333427E+01   -0.290324248504824936E+03
    0.464632790790490180E+01   -0.290321134818717837E+03
    0.464613962173461914E+01   -0.290311633515637368E+03
    0.429801819623751324E+01   -0.290287704783026129E+03
    0.464564672268518208E+01   -0.290286805673502386E+03
    0.429849232121595115E+01   -0.290261957651935518E+03
    0.429869437217712402E+01   -0.290251008426304907E+03
    0.429891237754238364E+01   -0.290239210077095777E+03
    0.429897149189899253E+01   -0.290236013598274440E+03
    0.464401557196110915E+01   -0.290205105948261917E+03
    0.464395996347963447E+01   -0.290202333219815046E+03
    0.430013260210636616E+01   -0.290173468084074557E+03
    0.464326168351093749E+01   -0.290167586272582412E+03
    0.430045676231384277E+01   -0.290156087720766664E+03
    0.464297509066261860E+01   -0.290153362961951643E+03
    0.464244633153410469E+01   -0.290127178900409490E+03
    0.430132449262516836E+01   -0.290109737260267138E+03
    0.430167853434439973E+01   -0.290090898721944541E+03
    0.430228096553249628E+01   -0.290058940420858562E+03
    0.430248186916612063E+01   -0.290048309873323888E+03
    0.464076549309353759E+01   -0.290044441519305110E+03
    0.430256379311160231E+01   -0.290043978878296912E+03
    0.464051460002509852E+01   -0.290032156541943550E+03
    0.464021724748703068E+01   -0.290017618533689529E+03
    0.463958508595671404E+01   -0.289986790023278445E+03
    0.463955917323706313E+01   -0.289985528629738837E+03
    0.463903192403025777E+01   -0.289959902040660381E+03
    0.430416491995732908E+01   -0.289959786975290626E+03
    0.430418958886622960E+01   -0.289958496555685997E+03
    0.430421702444568322E+01   -0.289957061657216400E+03
    0.463885190260148228E+01   -0.289951169309671968E+03
    0.430437576050547754E+01   -0.289948764611501247E+03
    0.430447053909301758E+01   -0.289943814625032246E+03
    0.463849206409016634E+01   -0.289933739835396409E+03
    0.463836873039542574E+01   -0.289927773931529373E+03
    0.463789487432028213E+01   -0.289904890535864979E+03
    0.463756463346658876E+01   -0.289888978255912662E+03
    0.430590050616089215E+01   -0.289869498335290700E+03
    0.463641006333830497E+01   -0.289833576965611428E+03
    0.430672606031837901E+01   -0.289826906476169825E+03
    0.463593296450402725E+01   -0.289810788341332227E+03
    0.430729371121405880E+01   -0.289797753055579960E+03
    0.430735903293704681E+01   -0.289794405197724700E+03
    0.463551283714443052E+01   -0.289790771659929305E+03
    0.463544938959002284E+01   -0.289787752870935947E+03
    0.463542575530955236E+01   -0.289786628645844758E+03
    0.430762671704399747E+01   -0.289780700855422765E+03
    0.463522362830846024E+01   -0.289777020100504160E+03
    0.430792393353630310E+01   -0.289765512734185904E+03
    0.430793427096563430E+01   -0.289764985010027885E+03
    0.463457832571088879E+01   -0.289746417829301208E+03
    0.430866793255668412E+01   -0.289727623376995325E+03
    0.430870556966155505E+01   -0.289725711578037590E+03
    0.463395843862410040E+01   -0.289717126424424350E+03
    0.430900418556851328E+01   -0.289710560033563524E+03
    0.463379243924832540E+01   -0.289709300055634230E+03
    0.430931427777615461E+01   -0.289694857818074524E+03
    0.430934059048458451E+01   -0.289693526898510754E+03
    0.430949210018068829E+01   -0.289685867919586599E+03
    0.430950113136691471E+01   -0.289685411628335714E+03
    0.430956172943115234E+01   -0.289682350666727871E+03
    0.463312305695153359E+01   -0.289677816028706729E+03
    0.463310670852661133E+01   -0.289677048601675779E+03
    0.463298726197325816E+01   -0.289671443720813841E+03
    0.430982447799279544E+01   -0.289669092802796513E+03
    0.430987452394301673E+01   -0.289666570187080652E+03
    0.463237712589812212E+01   -0.289642873839009553E+03
    0.463221040894726777E+01   -0.289635084709152579E+03
    0.463205422566194436E+01   -0.289627794517669827E+03
    0.463176719399136871E+01   -0.289614413854666054E+03
    0.431099533609920638E+01   -0.289610294274985790E+03
    0.463138071719188638E+01   -0.289596432426013052E+03
    0.431147043877000868E+01   -0.289586566304322332E+03
    0.431160209145488782E+01   -0.289580004557967186E+03
    0.431162118321242360E+01   -0.289579053482972085E+03
    0.431176535110863490E+01   -0.289571875538211316E+03
    0.431178109170774082E+01   -0.289571092251688242E+03
    0.431202146908997896E+01   -0.289559140879195184E+03
    0.431220449185252441E+01   -0.289550054093357176E+03
    0.463035288117840338E+01   -0.289548806922044605E+03
    0.431223660385820384E+01   -0.289548460938036442E+03
    0.463008060920060860E+01   -0.289536238790955395E+03
    0.463007672000400028E+01   -0.289536059410776943E+03
    0.463004976856686135E+01   -0.289534816442988813E+03
    0.462984007062649461E+01   -0.289525152137968689E+03
    0.431275283097984818E+01   -0.289522896984126419E+03
    0.462967553201036530E+01   -0.289517577396705747E+03
    0.431323177813472558E+01   -0.289499258835334331E+03
    0.431329026116913106E+01   -0.289496377692557871E+03
    0.462913422446792389E+01   -0.289492709238547832E+03
    0.431341649045671094E+01   -0.289490162952803075E+03
    0.462901445601315764E+01   -0.289487217660993338E+03
    0.431361731379885960E+01   -0.289480286644306034E+03
    0.431368729473148971E+01   -0.289476848213002086E+03
    0.431371590028637986E+01   -0.289475443182978779E+03
    0.431386287731878149E+01   -0.289468228369485587E+03
    0.462838196875933328E+01   -0.289458281418308616E+03
    0.462833881378173828E+01   -0.289456311021931469E+03
    0.462829354677710025E+01   -0.289454244735185057E+03
    0.462823939323425293E+01   -0.289451773534063250E+03
    0.462822296655047083E+01   -0.289451024090871215E+03
    0.462803326218686273E+01   -0.289442374369129539E+03
    0.462790010501398807E+01   -0.289436308776028454E+03
    0.462775305766640166E+01   -0.289429616027045995E+03
    0.462774960762869636E+01   -0.289429459070786834E+03
    0.462769532203674316E+01   -0.289426989834289998E+03
    0.431475067138671875E+01   -0.289424801707733423E+03
    0.462759420255624043E+01   -0.289422392429783940E+03
    0.462743844634544210E+01   -0.289415316376835108E+03
    0.431496486128266454E+01   -0.289414363963995129E+03
    0.431499821821908380E+01   -0.289412739816587418E+03
    0.431506905118211925E+01   -0.289409292194526643E+03
    0.431523951560096108E+01   -0.289401002123020589E+03
    0.431531167030334473E+01   -0.289397495994810015E+03
    0.462702460476853172E+01   -0.289396547312848270E+03
    0.431540093536547964E+01   -0.289393160849343985E+03
    0.462687996195641915E+01   -0.289389998220372945E+03
    0.462663295078684378E+01   -0.289378827217966318E+03
    0.462661385669726144E+01   -0.289377964381594211E+03
    0.431579999603863484E+01   -0.289373813036363572E+03
    0.462635444138923724E+01   -0.289366251527797431E+03
    0.462616350257303921E+01   -0.289357642092742026E+03
    0.462599355075653573E+01   -0.289349987269844860E+03
    0.431643012552974792E+01   -0.289343370402697474E+03
    0.431643898354262312E+01   -0.289342943399678916E+03
    0.462580098506607484E+01   -0.289341323340777308E+03
    0.431652558113509421E+01   -0.289338770329020917E+03
    0.462571587823204489E+01   -0.289337497410364449E+03
    0.462560391426086426E+01   -0.289332467119209468E+03
    0.462555491406089114E+01   -0.289330266717821360E+03
    0.431679034233093262E+01   -0.289326027200557292E+03
    0.462545295183792859E+01   -0.289325690091121942E+03
    0.462544039066260471E+01   -0.289325126470532268E+03
    0.431703414016595666E+01   -0.289314313717186451E+03
    0.431719270072195016E+01   -0.289306706170085818E+03
    0.431722639825480226E+01   -0.289305090480018407E+03
    0.431729282574974427E+01   -0.289301906605251133E+03
    0.462490949380766203E+01   -0.289301344212610275E+03
    0.462489724159240723E+01   -0.289300796261057258E+03
    0.431731797581068921E+01   -0.289300701544620097E+03
    0.462463217377552915E+01   -0.289288951650261879E+03
    0.462455191718611047E+01   -0.289285369123332202E+03
    0.462443403912801454E+01   -0.289280110402498394E+03
    0.462434315681457520E+01   -0.289276058570947498E+03
    0.431786534161620494E+01   -0.289274526823312044E+03
    0.462423324505116273E+01   -0.289271161340177059E+03
    0.462420625422091547E+01   -0.289269959236960858E+03
